Geometry,Merge number,Art Year,Major conservation,created date,last edited,Artist full name,List title,Short description,Tour card,Fact sheet URL,Photo quality,Video URL,Google map URL,Latitude,Longitude,photo caption,Photo alt,More Info URL,Related Project URL,Current Interest,Special Interest,Nearest Point of Interest,Zoom,Accession Number,Last name,First name,Series,Title,Featured,Display term,Detailed materials,Category,Object Type,Dimensions,Location,Additional Location Information,Actual address,Interior or Exterior,Location type,Location 2,Permission required,Permission type,Neighborhood,Tags keywords,tags keywords 2,Tour_Card,Conservation status,Temporary or permanent,Photo website,Theme Tags
POINT (-71.09737266015394 42.36454464015222),273,1983,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Vusumuzi Maduna,Inner City Totem II,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_History.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.36454464,-71.09737266",42.36454464,-71.09737266,"Photo credit: Craig Bailey, Perspective Photography",,https://www.cambridgema.gov/arts/News/detail.aspx?path=/sitecore/content/home/arts/news/2021/01/maduna,,,,Central,same,CAC.82.05,Maduna,Vusumuzi,,Inner City Totem II,no,,Steel and wood,Sculpture,Sculpture,"360”(h) x 32""""(w) x 10""""(d)",Margaret Fuller Neighborhood House,Front entrance of building,71 Cherry Street,Exterior,Non-city building,Non-city building,no,,The Port,abstract,abstract; black artist; african art; history,Time Out for History,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Maduna_8205_PerspectivePhoto.JPG,oceanic
POINT (-71.11637995042403 42.382344929802294),387,1996,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy O'Neil,Untitled (Celestial map and Rose of Sharon),,,,,,"https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995",42.38234493,-71.11637995,,,,,,,Porter,same,CAC.96.01a,O'Neil,Nancy,Untitled,(Celestial map and Rose of Sharon),no,,Hand-painted stained glass,Stained Glass,Stained glass,28”(h) x 22”(w),Maria L. Baldwin Elementary School,"a) Stairwell, levels  sub-1 (left)",85 Oxford Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Agassiz,light,"glass, color, light",,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01a_ONeil.JPG,industrial
POINT (-71.10766132983402 42.361173209903605),350,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Levitated Stone,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36117321,-71.10766133",42.36117321,-71.10766133,,,,,,,Central,out,CAC.87.06,Phillips,David,Levitated Stone,,no,,Silicon bronze and granite,Sculpture,Sculpture,,Dana Park,Intersection at Lawrence Street and Magazine street,,Exterior,Park,Park; Playground,no,,Cambridgeport,nature,nature; dragonfly; insect; frog; animal; fountain; water; tree; branch; stone; outdoors; land; flora; fauna,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_06.JPG,sentimental
POINT (-71.09496841963696 42.36612103034227),83,2007,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Ken Speiser,Hearth (Chairs),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Respite.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.36612103,-71.09496842",42.36612103,-71.09496842,"Photo credit: Craig Bailey, Perspective Photography",,,,,,Kendell,in,CAC.07.04c-d,Speiser,Ken,Hearth,(Chairs),no,,Steel,Sculpture,Bench,31.75”(h) x 26.25(w) x 28”(d),Greene-Rose Heritage Park,Between Harvard Street and Dickinson Street near playground,155 Harvard Street,Exterior,Park,Park; Playground,no,,The Port,bench,bench; brick; respite; seat; sit,Relish a Respite,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/speiser_cac0707ad_perspectivephoto.JPG,"love, sentimental"
POINT (-71.07643474968937 42.36676604011684),215,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Lady's Mantle),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36676604,-71.07643475",42.36676604,-71.07643475,,,,,,,Lechmere,in,CAC.92.03.15,Webb,Nancy,Untitled,(Lady's Mantle),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_15_Webb.jpg,industrial
POINT (-71.1354486500681 42.388984920327246),288,2001,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mierle Ukeles,Turnaround/Surround (Art Blocks),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Pedals.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38898492,-71.13544865",42.38898492,-71.13544865,,,,,,,Fresh Pond,in,CAC.99.10a,Ukeles,Mierle,Turnaround/Surround,(Art Blocks),no,,Cast stone,Landscape,Bench,27”(h) x 18”(w) x 18”(d),Danehy Park,Top of hill,,Exterior,Park,Park; Playground,no,,Neighborhood Nine,land design,gathering; land design; bench; biking; bike path,Push Those Pedals,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_10_1_Ukeles.jpg,love
POINT (-71.09814031995879 42.363402869559124),152,2015,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Adam Simha,A Public Display of Intervention (b),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36340287,-71.09814032",42.36340287,-71.09814032,,,,,,,Central,in,CAC.15.01b,Simha,Adam,A Public Display of Intervention,,no,,"Painted steel, mounted on cement bench",Landscape,Bench,41”(h) x 286”(w) x 151.5”(d),Charles O. Dance Jr. Square,Intersection at Bishop Allen Drive and Main Street,,Exterior,Public Square,Public Square,no,,The Port,bench,bench; abstract; respite; seat; sit,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_15_01b_Simha.jpg,goofy
POINT (-71.11274416029848 42.35613262982563),302,1999,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Tomie Arai,Untitled (Morse School Mural),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.35613263,-71.11274416",42.35613263,-71.11274416,,,,,,,Central,same,CAC.99.01,Arai,Tomie,,Untitled (Morse School Mural),no,,Acrylic on birch wood,Mural,Painted Mural,"96”(h) x 192""""(w)",Morse School,"1st floor, main lobby",,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Cambridgeport,children,nature; people; city; kids; children,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Arai_CAC9901.jpg,nostalgia
POINT (-71.11312618009268 42.366720429982806),317,2015,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Christopher Janney,Light Shadow: MLK,,,,1.0,https://www.youtube.com/watch?v=jpYrttjjTiw,"https://www.google.com/maps/search/?api=1&query=42.36672043,-71.11312618",42.36672043,-71.11312618,,,https://www.cambridgema.gov/arts/News/detail.aspx?path=/sitecore/content/home/arts/news/2016/02/lightshadowmlk,,,,Central,same,CAC.15.02,Janney,Christopher,,Light Shadow: MLK,no,,"Electronic media: 200 sensors, colored LED lights, and audio speakers",Electronic,Time-Based Media,98”(h) x 392”(w),"Martin Luther King, Jr. School/Putnam Avenue Upper School","2nd floor, hallway",100 Putnam Avenue,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Riverside,play,interactive; sound; light; play,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/JanneyMLK2.jpg,love
POINT (-71.136464093129 42.386500980591244),414,2021,0,12/05/2022 12:00:00 AM,12/05/2022 12:00:00 AM,Mitch Ryerson,Sensory Hilltop,,,,,,https://goo.gl/maps/Usw9h4hX235jgkWE8,42.38651,-71.13646,,,https://www.cambridgema.gov/arts/publicart/whatsnew/mitchryersonsensoryhilltopatdanehypark,,,,Fresh Pond,same,CAC.20.01.1,Ryerson,Mitch,,Sensory Hilltop,no,,"Wooden Structure, pergola and fence",Landscape,,,"Danehy Park, Louis A. DePasquale Universal Design Playground",Top of playground hill,,Exterior,Playground,Park; Playground,no,,Neighborhood Nine,nature,nature; bench; land; fun; hill,,,Permanent,,love
POINT (-71.08278482009646 42.372910240205094),37,2006,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Robert Schelling,Gore Field (d),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37291024,-71.08278482",42.37291024,-71.08278482,,,,,,,Lechmere,in,CAC.06.06d,Schelling,Robert,Gore Field,(Medallion - basketball),no,,Silicon bronze,Sculpture,Bronze Relief,"15.25""""(dia.) x 7/8""""(d)",Gold Star Mothers Park,"Mounted on brick pillars at park entrances, Winter Street and 5th Street",,Exterior,Park,Park; Playground,no,,East Cambridge,abstract,abstract; sports; basketball; shape; entryway; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606d_GoreField.JPG,love
POINT (-71.07775605016359 42.36869862040349),169,2011,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Simonds,Beacon of Color (a),,,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.36869862,-71.07775605",42.36869862,-71.07775605,,,,,,,Lechmere,in,CAC.11.01a,Simonds,Nancy,Beacon of Color,,no,,Acrylic on Sintra,Mural,Painted Mural,62”(h) x 63”(w) (each),First Street Garage,Corner of First and Spring St.,,Exterior,Pathway,Public Building; Pathway,no,,East Cambridge,abstract,abstract; shape; color,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01a_Simonds.jpg,industrial
POINT (-71.10089955013882 42.373591340121095),263,1979,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Ellary Eddy,Engine Company No. 5,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,1.0,,"https://www.google.com/maps/search/?api=1&query=42.37359134,-71.10089955",42.37359134,-71.10089955,,,,,,,Inman,same,CAC.76.01,Eddy,Ellary,,Engine Company No. 5,no,,Acrylic on brick,Mural,Painted Mural,180”(h) x 300”(w),Inman Square Firehouse,"Exterior brick wall, 2nd level of building (Inman Square)",1384 Cambridge Street,Exterior,Public Building,Public Building,no,,Mid-Cambridge,community,history; neighborhood; community; labor; city; civic; firefighter,Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Eddy_CAC7601_EngineCompanyNo5.jpg,nostalgia
POINT (-71.11575089055147 42.36766359993557),147,1999,2020,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,William Reimann,Untitled (Ground paver with carp),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.3676636,-71.11575089",42.3676636,-71.11575089,,,,,,,Harvard,in,CAC.99.08f,Reimann,William,Untitled,(Ground paver with carp),yes,,Granite (sandblasted) and paint,Sculpture,Stone,36”(w) x 36”(d),Corporal Burns Park,Intersection at Memorial Drive and Flagg Street,,Exterior,Park,Park; Pathway,no,,Riverside,animal,fish; water; swim; nature; animal; critter; creature,Inspect a Cantabridgian Creature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_f_Reimann.jpg,oceanic
POINT (-71.07559846055437 42.36938889967181),31,1986,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Beach Fragments (b),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Ocean.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3693889,-71.07559846",42.3693889,-71.07559846,,,,,,,Lechmere,in,CAC.86.03b,Phillips,David,Beach Fragments,(Handprint and hieroglyphs),no,,Silicon bronze in brick,Sculpture,Bronze Relief,16”(h) x 16”(w),Lechmere Canal Park,"Inlaid in brick, under the park pavilion",,Exterior,Park,Park,no,,East Cambridge,nature,beach; water; stone; nature; music; symbol; feet; hands; ocean; sea;,Ode to the Ocean,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8603b_BeachFragments.JPG,nostalgia
POINT (-71.07751555015511 42.368718090098405),52,2011,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Simonds,Beacon of Color (i),,,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.36871809,-71.07751555",42.36871809,-71.07751555,,,,,,,Lechmere,in,CAC.11.01i,Simonds,Nancy,Beacon of Color,,no,,Acrylic on Sintra,Mural,Painted Mural,62”(h) x 63”(w),First Street Garage,Corner of First and Spring St.,,Exterior,Pathway,Pathway; Private Building,no,,East Cambridge,abstract,abstract; shape; color,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01i_Simonds.JPG,industrial
POINT (-71.10080916006412 42.36837039017245),408,2018,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Marc Cooper,Untitled (Moses Youth Center Collaborative),,,,,,"https://www.google.com/maps/search/?api=1&query=42.36837039,-71.10080916",42.36837039,-71.10080916,,,https://www.cambridgema.gov/arts/publicart/flowgrants,https://www.cambridgema.gov/Departments/publicworks/cityprojects/2015/theportinfrasctructureimprovements,,,Central,in,CAC.18.01.5,Cooper,Marc,Untitled (Moses Youth Center Collaborative),,no,,"Mixed media/ Wood, canvas, fiberglass, paint, collage, and polyester surfboard resin",Sculpture,Sculpture,"56""""(h) x 68""""(w) x 50""""(d)",Moses Youth Center,back of building on deck,243 Harvard Street,Exterior,Public Building,Public Building; Park,no,,,Abstract,abstract; shape; surf; garden,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_05.jpg,memorial
POINT (-71.11538904954331 42.3721857899213),191,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Wrought iron fence),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37218579,-71.11538905",42.37218579,-71.11538905,,,,,,,Harvard,in,CAC.97.02.25,Phillips,David,Spiral,(Wrought iron fence),no,,Painted wrought iron,Sculpture,Metal Fence,15”-41”(h); 1130” x 944’ (overall area),Quincy Square,fence surrounds park and the island traffic median across the intersection,,Exterior,Public Square,Public Square,no,,Mid-Cambridge,nature,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970225_Spiral.jpg,love
POINT (-71.11530008059411 42.372149329769755),184,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37214933,-71.11530008",42.37214933,-71.11530008,,,,,,,Harvard,in,CAC.97.02.5,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970205_Spiral.jpg,goofy
POINT (-71.10774685945961 42.361195359722366),20,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Levitated Stone (Large frog),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36119536,-71.10774686",42.36119536,-71.10774686,,,,,,,Central,in,CAC.87.06b,Phillips,David,Levitated Stone,(Large frog),no,,Silicon bronze,Sculpture,Fountain,"4""""(h) x 7.5""""(w) x 5.5""""(d)",Dana Park,Intersection at Lawrence Street and Magazine street,,Exterior,Park,Park; Playground,no,,Cambridgeport,animal,frog; animal; outdoors; land; flora; fauna; nature,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_09.JPG,goofy
POINT (-71.10508305957188 42.36007692987511),274,2010,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mike Mandel,Sidewalk Histories: Cambridgeport Community Gardens,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_History.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36007693,-71.10508306",42.36007693,-71.10508306,,,,,,,Central,same,CAC.10.01.1,Mandel,Mike,Sidewalk Histories,Cambridgeport Community Gardens,no,,Ceramic tiles,Mosaic,Tile Mosaic,"37""""(h) x 59.5""""(w)",Brookline Street (119-222 ),In sidewalk,152 Brookline Street,Exterior,Pathway,Pathway,no,,Cambridgeport,community,history; neighborhood; community,Time Out for History,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_10_01_1_Mandel.jpg,oceanic
POINT (-71.1115578803215 42.37433327968715),377,2013,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mel Zeigler,Taking Note: Circle in Motion,,,,,,"https://www.google.com/maps/search/?api=1&query=42.37433328,-71.11155788",42.37433328,-71.11155788,,,,,,,Harvard,in,CAC.13.02h,Zeigler,Mel,Taking Note,Circle in Motion [periwinkle/cerulean blue],no,,Painted aluminum,Sculpture,Metal Wall Sculpture,95”(h) x 90.75”(w),Cambridge Rindge and Latin School,"5th floor, stairwell 2",459 Broadway,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Mid-Cambridge,education,drawing; metal; education,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ziegler_CAC1302h_CircleinMotion.JPG,industrial
POINT (-71.1326908101074 42.38331746964898),307,1988,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mitch Ryerson,Front Desk,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38331747,-71.13269081",42.38331747,-71.13269081,,,,,,,Fresh Pond,same,CAC.88.03,Ryerson,Mitch,,Front Desk,no,,"Birch, cherry and maple wood, acrylic latex paint",Sculpture,Wood,129”(h) x 120”(w),Cambridge Public Library-Boudreau Branch,Serving as the library's card catalog and main circulation desk,245 Concord Avenue,Interior,Library,Library; Public Building,no,,Neighborhood Nine,library,functional; library; desk,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ryerson_CAC8803_Desk.jpg,nostalgia
POINT (-71.07655842971077 42.36622492003476),211,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Coral Bells),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36622492,-71.07655843",42.36622492,-71.07655843,,,,,,,Lechmere,in,CAC.92.03.11,Webb,Nancy,Untitled,(Coral Bells),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_11_Webb.jpg,oceanic
